,km,year,test_cost,price,num_of_hand,Engine_Size,electric,disel,gasoline,automatic,manual,private,leasing,rent,else,Manufacturer
2416,98090,2015,1962,101850,1,2359.0,0,0,1,1,0,1,0,0,0,13
2417,100425,2015,1424,61110,1,1591.0,0,0,1,1,0,1,0,0,0,35
2418,91000,2016,1424,64900,4,1591.0,0,0,1,1,0,0,1,0,0,35
2420,9000,2022,1529,89000,2,998.0,0,0,1,1,0,1,0,0,0,13
2421,180000,2018,2563,175000,1,2393.0,0,1,0,1,0,1,0,0,0,12
2422,30000,2021,3366,218000,2,2157.0,0,1,0,1,0,1,0,0,0,22
2423,15000,2022,4731,430000,2,2755.0,0,1,0,1,0,1,0,0,0,12
2424,165000,2018,1835,88990,4,1999.0,0,0,1,1,0,0,1,0,0,13
2425,94000,2015,2397,148000,2,1997.0,0,0,1,1,0,1,0,0,0,6
2426,76692,2020,1102,71027,1,1399.0,0,0,1,1,0,0,1,0,0,37
2427,104568,2019,2019,159000,1,1498.0,0,0,1,1,0,0,0,0,1,27
2428,36170,2019,2019,136900,1,1598.0,0,0,1,1,0,1,0,0,0,31
2429,148738,2020,1811,75900,1,1461.0,0,1,0,1,0,0,1,0,0,36
2430,110105,2020,1835,102900,1,1199.0,0,0,1,1,0,0,1,0,0,31
2431,20,2023,4731,373450,1,2261.0,0,0,1,1,0,1,0,0,0,29
2432,150000,2016,3357,293000,3,2996.0,0,0,1,1,0,1,0,0,0,0
2433,92000,2017,1604,67000,2,1798.0,0,0,1,1,0,1,0,0,0,10
2434,126000,2014,1424,36900,1,1197.0,0,0,1,1,0,1,0,0,0,36
2435,140000,2019,2019,133000,1,1395.0,0,0,1,1,0,1,0,0,0,27
2436,180000,2018,1604,54999,1,1461.0,0,1,0,1,0,0,1,0,0,36
2437,247000,2011,1074,16999,3,1197.0,0,0,1,1,0,0,1,0,0,25
2438,105000,2015,2397,74999,1,3564.0,0,0,1,1,0,1,0,0,0,33
2439,145000,2016,1584,70000,2,1999.0,0,0,1,1,0,0,1,0,0,13
2440,150000,2019,1604,75000,1,1461.0,0,1,0,1,0,0,1,0,0,36
2441,183000,2010,1074,10000,4,1598.0,0,0,1,1,0,0,1,0,0,26
2442,75000,2020,1529,75000,1,999.0,0,0,1,1,0,1,0,0,0,36
2443,8000,2022,2417,182000,2,2488.0,0,0,1,1,0,1,0,0,0,17
2444,40000,2021,3366,285000,2,1991.0,1,0,1,1,0,1,0,0,0,0
2445,99000,2016,1693,85000,2,1998.0,0,0,1,1,0,1,0,0,0,17
2446,175000,2012,1427,50000,3,1998.0,0,0,1,1,0,0,1,0,0,17
2447,180000,2012,1369,36000,2,1789.0,0,0,1,1,0,1,0,0,0,25
2448,505,2023,1811,138000,1,1490.0,0,0,1,1,0,1,0,0,0,12
2449,111808,2019,1604,72750,1,1461.0,0,1,0,1,0,0,1,0,0,36
2450,17000,2022,1811,132000,1,1998.0,0,0,1,1,0,1,0,0,0,19
2451,130000,2018,2563,175000,3,1998.0,1,0,1,1,0,1,0,0,0,6
2452,100000,2018,2019,137000,4,1798.0,0,0,1,1,0,1,0,0,0,27
2453,110000,2016,1424,65000,1,1598.0,0,0,1,1,0,1,0,0,0,12
2454,155000,2014,1205,31000,2,1396.0,0,0,1,1,0,0,1,0,0,35
2455,82000,2017,2397,119900,2,1984.0,0,0,1,1,0,1,0,0,0,1
2456,110000,2014,2397,209900,2,2982.0,0,1,0,1,0,1,0,0,0,12
2457,145000,2016,1693,74000,2,1598.0,0,0,1,1,0,1,0,0,0,18
2458,43000,2019,2019,106000,2,1499.0,0,0,1,1,0,1,0,0,0,19
2459,130000,2019,2563,135000,2,1995.0,0,1,0,1,0,1,0,0,0,21
2460,250000,2014,1693,30000,3,1998.0,0,1,0,1,0,0,0,1,0,37
2461,128000,2017,2397,185000,2,1998.0,0,0,1,1,0,1,0,0,0,6
2462,110000,2018,2019,119000,1,1998.0,0,0,1,1,0,1,0,0,0,17
2463,19000,2022,2417,175000,1,2498.0,0,0,1,1,0,1,0,0,0,23
2464,168000,2010,1074,21500,3,1396.0,0,0,1,1,0,1,0,0,0,13
2465,129000,2016,1962,104000,2,1595.0,0,0,1,1,0,1,0,0,0,20
2466,191000,2009,1427,28000,2,1997.0,0,0,1,1,0,1,0,0,0,21
2467,108000,2019,1604,107000,1,999.0,0,0,1,1,0,1,0,0,0,27
2468,174000,2012,1427,26900,2,1798.0,0,0,1,1,0,1,0,0,0,28
2469,96210,2018,1102,57094,1,1399.0,0,0,1,1,0,0,1,0,0,37
2470,23789,2020,1102,79000,1,1248.0,0,0,1,1,0,0,0,0,1,35
2471,85000,2021,1235,60000,1,898.0,0,0,1,1,0,1,0,0,0,8
2473,103000,2016,985,35900,2,998.0,0,0,1,1,0,0,1,0,0,31
2474,48000,2018,1102,67000,2,1248.0,0,0,1,1,0,1,0,0,0,35
2475,70000,2018,1604,89900,1,1197.0,0,0,1,1,0,1,0,0,0,21
2476,158000,2017,1693,65000,1,1598.0,0,1,0,1,0,1,0,0,0,21
2477,30000,2021,2417,129900,2,1998.0,0,0,1,1,0,1,0,0,0,17
2478,63000,2015,1962,88000,2,3564.0,0,0,1,1,0,1,0,0,0,33
2479,185000,2015,1424,39999,1,1197.0,0,0,1,1,0,0,1,0,0,25
2480,90000,2015,985,34999,1,1248.0,0,0,1,0,1,1,0,0,0,13
2481,220000,2012,1726,75900,5,1997.0,0,0,1,1,0,1,0,0,0,6
2482,75313,2019,2019,150899,1,1498.0,0,0,1,1,0,0,0,0,1,27
2483,53957,2021,1811,113947,1,1591.0,0,0,1,1,0,0,0,0,1,13
2484,111627,2019,1102,63670,1,1199.0,0,0,1,1,0,0,1,0,0,26
2485,143000,2014,1424,45000,2,1197.0,0,0,1,1,0,0,1,0,0,27
2486,144000,2016,1424,74000,4,1998.0,0,0,1,1,0,1,0,0,0,17
2488,214000,2017,1693,48000,1,1998.0,0,0,1,1,0,1,0,0,0,2
2489,104000,2016,1584,84390,2,1999.0,0,0,1,1,0,0,1,0,0,13
2490,78000,2018,1835,99500,1,1461.0,0,1,0,1,0,1,0,0,0,36
2491,78000,2017,985,40000,2,1198.0,0,0,1,1,0,0,1,0,0,21
2492,82984,2021,1529,99000,1,998.0,0,0,1,1,0,0,0,0,1,35
2493,101126,2021,1529,79570,1,1496.0,0,0,1,1,0,0,0,0,1,17
2494,47000,2021,2417,148000,1,1332.0,0,0,1,1,0,1,0,0,0,21
2495,55122,2017,985,49900,2,1242.0,0,0,1,1,0,1,0,0,0,24
2496,230000,2018,1604,69000,2,1395.0,0,0,1,1,0,1,0,0,0,27
2497,112000,2014,1424,38000,5,1598.0,0,0,1,1,0,1,0,0,0,21
2498,98000,2015,1693,68900,1,1197.0,0,0,1,1,0,0,1,0,0,21
2499,140000,2018,1835,74999,2,1598.0,0,0,1,1,0,0,1,0,0,31
2500,112000,2016,1584,79000,3,1999.0,0,0,1,1,0,1,0,0,0,13
2501,184000,2012,1369,27000,4,1798.0,0,0,1,1,0,1,0,0,0,27
2502,195000,2016,1424,27000,2,1362.0,0,0,1,1,0,1,0,0,0,37
2503,14527,2022,1529,128000,1,1490.0,0,0,1,1,0,1,0,0,0,12
2504,126000,2016,1962,115000,2,1395.0,0,0,1,1,0,1,0,0,0,1
2505,69000,2019,1835,109900,2,1197.0,0,0,1,1,0,0,0,0,1,21
2506,125000,2017,1604,88000,1,1591.0,0,0,1,1,0,0,1,0,0,13
2507,98000,2016,1584,87999,1,1999.0,0,0,1,1,0,0,1,0,0,13
2508,170000,2016,1424,70000,1,1998.0,0,0,1,1,0,1,0,0,0,17
2509,158000,2017,1604,49900,2,1798.0,0,0,1,1,0,0,1,0,0,21
2510,132000,2016,2397,126900,3,3497.0,0,0,1,1,0,1,0,0,0,29
2511,140000,2014,1424,47000,3,1197.0,0,0,1,1,0,0,1,0,0,27
2512,3000,2022,3366,219900,1,2497.0,0,0,1,1,0,1,0,0,0,35
2513,93000,2017,1102,35000,2,1198.0,0,0,1,0,1,1,0,0,0,21
2514,130000,2012,1262,44777,2,1591.0,0,0,1,1,0,1,0,0,0,13
2515,92000,2019,1102,57990,2,1193.0,0,0,1,1,0,0,1,0,0,19
2516,18000,2020,1235,73000,2,1248.0,0,0,1,1,0,1,0,0,0,35
2517,155000,2018,2563,119900,3,2442.0,0,1,0,1,0,0,1,0,0,19
2518,47000,2021,2417,154900,2,1499.0,0,1,0,1,0,1,0,0,0,31
2519,35000,2022,1811,126900,1,1998.0,0,0,1,1,0,1,0,0,0,17
2520,85000,2015,1962,89900,1,2488.0,0,0,1,1,0,1,0,0,0,17
2521,141000,2019,1835,115000,1,1598.0,0,1,0,1,0,1,0,0,0,35
2522,129000,2010,1262,26000,3,1591.0,0,0,1,1,0,1,0,0,0,13
2523,163000,2013,1693,54000,2,1997.0,0,0,1,1,0,1,0,0,0,21
2524,160000,2016,1962,87000,2,1395.0,0,0,1,1,0,1,0,0,0,1
2525,16000,2021,4731,245000,1,2487.0,0,0,1,1,0,1,0,0,0,15
2526,65000,2019,2019,147000,1,2487.0,0,0,1,1,0,0,1,0,0,12
2527,505,2023,1529,112900,1,1496.0,0,0,1,1,0,0,0,0,1,17
2528,145000,2016,985,29999,2,998.0,0,0,1,0,1,1,0,0,0,13
2529,44360,2019,1604,84600,1,1998.0,0,0,1,1,0,0,0,0,1,17
2531,46000,2021,2130,119000,2,1461.0,0,1,0,1,0,1,0,0,0,21
2532,505,2023,1529,112900,1,1496.0,0,0,1,1,0,0,0,0,1,17
2533,215000,2011,1427,39500,2,1998.0,0,0,1,1,0,1,0,0,0,19
2534,168000,2017,1604,69000,1,1658.0,0,1,0,1,0,0,1,0,0,35
2535,160000,2015,1693,69900,3,1798.0,0,0,1,1,0,1,0,0,0,25
2536,130000,2015,1962,104777,1,2359.0,0,0,1,1,0,1,0,0,0,35
2537,145000,2018,1353,72000,2,1461.0,0,1,0,1,0,1,0,0,0,8
2538,120000,2016,1693,92900,2,1999.0,0,0,1,1,0,1,0,0,0,13
2539,505,2023,4731,434560,1,1991.0,0,0,1,1,0,0,1,0,0,0
2540,130000,2017,1604,72000,2,999.0,0,0,1,1,0,1,0,0,0,27
2541,48000,2018,2563,168000,2,1968.0,0,1,0,1,0,1,0,0,0,27
2542,151209,2020,1604,110000,1,1580.0,0,0,1,1,0,1,0,0,0,13
2543,505,2023,2130,185000,1,1798.0,0,0,1,1,0,1,0,0,0,12
2544,505,2023,2130,185000,1,1798.0,0,0,1,1,0,1,0,0,0,12
2545,505,2023,2130,185000,1,1798.0,0,0,1,1,0,1,0,0,0,12
2546,16236,2022,3366,235000,1,1984.0,0,0,1,1,0,1,0,0,0,1
2548,100000,2017,1424,68000,2,1197.0,0,0,1,1,0,0,1,0,0,27
2549,180000,2018,1353,49700,2,1591.0,0,0,1,1,0,0,0,0,1,13
2550,61000,2019,1102,62000,2,1248.0,0,0,1,1,0,0,1,0,0,13
2551,110000,2017,1604,69900,2,999.0,0,0,1,1,0,0,1,0,0,27
2552,120000,2017,2019,115000,1,1998.0,0,0,1,1,0,1,0,0,0,17
2553,225000,2012,1262,24900,4,1591.0,0,0,1,1,0,0,1,0,0,35
2554,75561,2019,1604,102000,1,1998.0,0,0,1,1,0,0,0,0,1,17
2555,45179,2021,2417,179317,1,1498.0,0,0,1,1,0,0,0,0,1,27
2556,58987,2019,2019,160000,1,2498.0,0,0,1,1,0,0,0,0,1,23
2557,71135,2020,1811,109000,1,1498.0,0,0,1,1,0,0,0,0,1,27
2558,149575,2018,1102,43724,1,1199.0,0,0,1,1,0,0,1,0,0,31
2559,17000,2022,4731,369000,2,1995.0,0,0,1,1,0,1,0,0,0,7
2561,158000,2013,985,36000,2,1248.0,0,0,1,1,0,0,1,0,0,35
2562,169000,2018,2019,119000,1,1598.0,0,1,0,1,0,1,0,0,0,21
2563,140000,2018,1102,44999,2,1399.0,0,0,1,1,0,0,0,1,0,37
2564,140000,2014,1424,57000,3,1598.0,0,0,1,1,0,1,0,0,0,12
2565,221028,2016,985,32108,1,1193.0,0,0,1,1,0,0,0,0,1,19
2566,37909,2020,2417,150350,1,1498.0,0,0,1,1,0,0,1,0,0,27
2567,37000,2021,3366,249000,2,1332.0,0,0,1,1,0,1,0,0,0,20
2568,135000,2019,1604,84900,2,1580.0,0,0,1,1,0,0,1,0,0,13
2569,75000,2019,1604,111000,2,1798.0,0,0,1,1,0,1,0,0,0,12
2570,225000,2014,1693,37500,3,1798.0,0,0,1,1,0,1,0,0,0,27
2571,88138,2019,1835,85150,1,1199.0,0,0,1,1,0,0,0,0,1,26
2572,130000,2020,1835,98000,3,1580.0,0,0,1,1,0,0,1,0,0,35
2573,505,2023,3366,269563,1,1898.0,0,1,0,1,0,0,1,0,0,4
2574,505,2023,3366,276450,1,1898.0,0,1,0,1,0,0,1,0,0,4
2575,505,2023,3366,276450,1,1898.0,0,1,0,1,0,0,1,0,0,4
2576,137000,2018,1604,74900,2,1998.0,0,0,1,1,0,1,0,0,0,17
2577,45000,2021,3366,200000,2,1997.0,0,0,1,1,0,1,0,0,0,33
2578,140000,2017,1604,48000,3,1248.0,0,1,0,0,1,1,0,0,0,30
2579,42000,2018,2563,189000,1,1998.0,1,0,1,1,0,1,0,0,0,6
2580,180000,2018,1604,82000,2,1598.0,0,0,1,1,0,0,1,0,0,12
2581,52550,2019,1835,106272,1,1490.0,0,0,1,1,0,0,0,0,1,37
2582,67000,2020,2130,109999,1,1498.0,0,0,1,1,0,0,1,0,0,27
2583,140000,2011,880,16000,4,1086.0,0,0,1,0,1,1,0,0,0,13
2584,20000,2022,4731,459000,2,1991.0,1,0,1,1,0,1,0,0,0,0
2585,141000,2015,1205,26000,2,1398.0,0,0,1,1,0,0,1,0,0,2
2586,163000,2013,1693,34000,2,2384.0,0,0,1,1,0,1,0,0,0,37
2587,79000,2020,2130,109900,1,1998.0,0,0,1,1,0,1,0,0,0,17
2588,130000,2016,985,18000,2,1199.0,0,0,1,1,0,0,0,1,0,31
2589,53567,2020,1604,99900,1,1598.0,0,0,1,1,0,0,1,0,0,12
2590,85000,2018,1102,64900,3,1248.0,0,0,1,1,0,1,0,0,0,35
2591,145000,2016,1424,58500,2,1197.0,0,0,1,1,0,0,1,0,0,27
2592,120000,2018,1604,89000,2,1591.0,0,0,1,1,0,0,1,0,0,35
2593,29000,2019,2563,178000,1,1595.0,0,0,1,1,0,1,0,0,0,20
2594,131000,2019,1604,107000,1,1498.0,0,0,1,1,0,1,0,0,0,27
2595,212000,2012,880,12000,3,1206.0,0,0,1,0,1,1,0,0,0,37
2596,113670,2019,2019,117235,1,1998.0,0,0,1,1,0,0,0,0,1,17
2597,74956,2019,1835,109900,2,1498.0,0,0,1,1,0,1,0,0,0,10
2598,84000,2019,2563,159900,2,1499.0,0,0,1,1,0,1,0,0,0,6
2599,125000,2012,1693,55000,2,1390.0,0,0,1,1,0,1,0,0,0,1
2600,170000,2012,1427,30000,4,2384.0,0,0,1,1,0,1,0,0,0,37
2601,146370,2018,1353,76000,1,1461.0,0,1,0,1,0,0,0,0,1,8
2602,80000,2019,1835,110000,2,1332.0,0,0,1,1,0,1,0,0,0,21
2604,67000,2021,3366,149900,1,3498.0,0,0,1,1,0,0,1,0,0,21
2605,209000,2013,1693,56900,1,1995.0,0,1,0,1,0,1,0,0,0,13
2606,109000,2018,1353,82000,2,1461.0,0,1,0,0,1,1,0,0,0,8
2607,106000,2019,1604,99000,2,999.0,0,0,1,1,0,0,1,0,0,27
2608,85000,2019,1102,68000,2,998.0,0,0,1,1,0,0,1,0,0,13
2609,137007,2018,1102,48093,1,1199.0,0,0,1,1,0,0,1,0,0,31
2610,221050,2016,985,32108,1,1193.0,0,0,1,1,0,0,0,0,1,19
2611,137638,2019,1835,105580,1,1332.0,0,0,1,1,0,0,0,0,1,21
2612,118000,2013,985,36000,4,1248.0,0,0,1,1,0,1,0,0,0,35
2613,63000,2020,1235,69900,1,1248.0,0,0,1,1,0,1,0,0,0,13
2614,113000,2016,985,45000,1,998.0,0,0,1,1,0,0,1,0,0,13
2615,23000,2020,2417,138900,1,1999.0,0,0,1,1,0,1,0,0,0,13
2616,140000,2015,985,36000,3,1248.0,0,0,1,1,0,1,0,0,0,35
2617,137000,2019,2019,94000,4,1995.0,0,0,1,1,0,1,0,0,0,23
2618,72000,2020,1811,112900,1,1580.0,0,0,1,1,0,1,0,0,0,13
2619,195000,2015,985,26000,2,1193.0,0,0,1,1,0,1,0,0,0,19
2620,130000,2018,1604,87000,1,1598.0,0,0,1,1,0,1,0,0,0,12
2621,130000,2017,1424,75000,2,1598.0,0,0,1,1,0,0,1,0,0,12
2622,79100,2018,3357,219990,1,3604.0,0,0,1,1,0,1,0,0,0,7
2624,115000,2017,1604,65000,1,1598.0,0,0,1,1,0,0,0,1,0,12
2625,85000,2018,2019,119999,1,1998.0,0,0,1,1,0,0,1,0,0,19
2626,133000,2015,1424,59999,1,1591.0,0,0,1,1,0,0,1,0,0,35
2627,113639,2019,1102,72000,1,999.0,0,0,1,1,0,0,0,0,1,25
2628,505,2023,3366,250000,1,1499.0,0,0,1,1,0,1,0,0,0,6
2629,170000,2016,1584,71000,1,1197.0,0,0,1,1,0,1,0,0,0,21
2630,100000,2020,2130,98000,2,1461.0,0,1,0,1,0,1,0,0,0,21
2631,158000,2018,1835,74000,2,1560.0,0,1,0,1,0,1,0,0,0,31
2632,92000,2016,985,43000,1,1248.0,0,0,1,1,0,1,0,0,0,35
2633,70000,2017,1205,62000,1,1598.0,0,0,1,1,0,1,0,0,0,21
2634,6000,2022,2417,170000,2,2488.0,0,0,1,1,0,1,0,0,0,17
2635,149000,2016,1424,49900,2,1591.0,0,0,1,1,0,0,1,0,0,13
2636,180000,2017,1205,57000,1,1591.0,0,0,1,1,0,1,0,0,0,13
2637,28000,2019,1102,57500,1,1193.0,0,0,1,1,0,1,0,0,0,19
2638,21000,2020,4731,249000,1,1997.0,0,0,1,1,0,1,0,0,0,14
2639,203000,2010,1074,16500,3,1399.0,0,0,1,1,0,0,1,0,0,13
2641,49000,2017,1604,79990,2,1600.0,0,0,1,1,0,0,1,0,0,23
2642,104000,2016,1693,98000,2,1998.0,0,0,1,1,0,0,1,0,0,19
2643,130000,2016,1584,79777,2,1395.0,0,0,1,1,0,1,0,0,0,28
2644,500,2023,3366,235900,1,1499.0,0,0,1,1,0,1,0,0,0,6
2645,50000,2020,3357,219000,1,1969.0,0,0,1,1,0,1,0,0,0,11
2646,85000,2017,1835,95900,2,1798.0,0,0,1,0,1,1,0,0,0,28
2647,143000,2015,1693,79500,1,1998.0,0,0,1,1,0,1,0,0,0,17
2648,505,2023,3366,300000,1,1332.0,0,0,1,1,0,1,0,0,0,20
2649,180000,2016,2397,250000,2,2755.0,0,1,0,1,0,1,0,0,0,12
2650,147000,2016,1835,72900,2,1999.0,0,0,1,1,0,1,0,0,0,13
2651,140000,2016,1424,68000,1,1600.0,0,0,1,1,0,1,0,0,0,23
2652,29564,2020,1102,79920,1,1248.0,0,0,1,1,0,0,0,0,1,35
2653,91520,2019,1604,112000,1,1798.0,0,0,1,1,0,0,0,0,1,12
2654,73190,2020,2019,160000,1,1498.0,0,0,1,1,0,0,0,0,1,27
2655,119692,2019,2019,117160,1,1998.0,0,0,1,1,0,0,0,0,1,19
2656,117600,2019,2019,134900,1,2360.0,1,0,1,1,0,1,0,0,0,19
2657,190000,2014,1424,59000,2,1598.0,0,0,1,1,0,0,1,0,0,12
2658,170000,2016,2397,265000,1,2755.0,0,1,0,1,0,1,0,0,0,12
2659,98000,2018,1102,46000,1,1198.0,0,0,1,1,0,0,1,0,0,21
2660,50000,2018,1102,63000,1,1248.0,0,0,1,1,0,0,1,0,0,13
2661,219000,2014,1693,59500,1,1998.0,0,0,1,1,0,1,0,0,0,19
2662,160000,2016,1835,74900,4,1999.0,0,0,1,1,0,0,1,0,0,13
2663,70258,2015,1962,87900,2,1395.0,0,0,1,1,0,1,0,0,0,1
2664,71000,2018,3357,179900,1,3649.0,0,0,1,1,0,1,0,0,0,33
2665,130631,2019,1604,98390,1,1580.0,0,0,1,1,0,0,1,0,0,13
2666,48007,2020,1102,71559,1,1399.0,0,0,1,1,0,0,0,0,1,37
2667,95936,2019,1102,63850,1,1248.0,0,0,1,1,0,0,1,0,0,13
2668,59000,2019,1835,106000,1,1598.0,0,1,0,1,0,1,0,0,0,35
2669,52000,2019,2019,149000,1,2360.0,1,0,1,1,0,1,0,0,0,19
2670,105000,2018,1604,95000,1,1591.0,0,0,1,1,0,1,0,0,0,35
2671,123796,2019,1102,69507,1,1248.0,0,0,1,1,0,0,1,0,0,35
2672,122385,2019,1102,60017,1,1199.0,0,0,1,1,0,0,1,0,0,26
2673,40000,2020,2019,147000,1,1798.0,0,0,1,1,0,1,0,0,0,12
2674,120000,2017,1835,99000,1,1998.0,0,0,1,1,0,1,0,0,0,19
2675,50000,2020,3366,219000,1,2487.0,0,0,1,1,0,1,0,0,0,12
2676,115000,2019,1604,95000,1,1798.0,0,0,1,1,0,0,1,0,0,12
2677,5000,2022,1811,138000,1,1490.0,0,0,1,1,0,1,0,0,0,12
2678,125917,2019,2019,117160,1,1998.0,0,0,1,1,0,0,0,0,1,19
2679,128787,2019,1102,68028,1,1248.0,0,0,1,1,0,0,1,0,0,35
2680,118707,2018,2019,116308,1,1998.0,0,0,1,1,0,0,0,0,1,19
2681,42000,2021,3366,295000,4,1998.0,0,0,1,1,0,1,0,0,0,37
2683,60500,2019,1835,118900,1,1999.0,0,0,1,1,0,1,0,0,0,35
2684,59000,2020,2563,159000,1,1969.0,0,0,1,1,0,1,0,0,0,11
2685,42000,2019,2563,162900,1,1395.0,1,0,1,1,0,1,0,0,0,1
2687,27961,2020,1102,74921,1,1399.0,0,0,1,1,0,0,0,0,1,37
2688,110662,2018,2019,124000,1,1395.0,0,0,1,1,0,0,0,0,1,27
2689,138583,2018,1102,43744,1,1199.0,0,0,1,1,0,0,1,0,0,31
2690,53272,2018,1835,107900,1,1499.0,0,0,1,1,0,1,0,0,0,19
2691,80000,2019,1835,102900,1,1461.0,0,1,0,1,0,1,0,0,0,36
2692,36000,2020,1529,60000,1,1199.0,0,0,1,1,0,1,0,0,0,31
2693,130000,2018,1604,84900,2,1197.0,0,0,1,1,0,0,1,0,0,21
2694,53287,2021,1529,82900,2,1199.0,0,0,1,1,0,1,0,0,0,26
2695,138000,2017,2019,110000,1,1999.0,0,0,1,1,0,1,0,0,0,13
2696,6000,2021,2130,166500,2,1591.0,0,0,1,1,0,1,0,0,0,35
2697,505,2023,1529,110000,1,1496.0,0,0,1,1,0,1,0,0,0,17
2698,505,2023,1529,110000,1,1496.0,0,0,1,1,0,1,0,0,0,17
2699,505,2023,1529,110000,1,1496.0,0,0,1,1,0,1,0,0,0,17
2700,505,2023,1529,110000,1,1496.0,0,0,1,1,0,1,0,0,0,17
2701,140000,2014,1424,50000,4,1496.0,0,0,1,1,0,1,0,0,0,17
2702,195000,2014,1584,59000,3,1998.0,0,0,1,1,0,1,0,0,0,17
2703,94814,2019,2019,111900,1,1598.0,0,0,1,1,0,1,0,0,0,31
2704,140000,2014,985,37500,2,1396.0,0,0,1,1,0,0,1,0,0,13
2705,150,2017,1604,64999,1,1591.0,0,0,1,1,0,1,0,0,0,13
2706,62400,2019,1835,118900,1,1999.0,0,0,1,1,0,1,0,0,0,35
2707,250000,2015,985,19000,2,1193.0,0,0,1,1,0,1,0,0,0,19
2708,75590,2019,3357,250400,1,1998.0,0,0,1,1,0,1,0,0,0,6
2709,1,2022,4731,329900,1,1332.0,0,0,1,1,0,0,0,0,1,20
2710,40000,2020,1235,79999,1,1248.0,0,0,1,1,0,1,0,0,0,35
2711,268000,2010,1508,42000,3,3700.0,0,0,1,1,0,1,0,0,0,7
2712,36100,2021,1235,75900,1,1248.0,0,0,1,1,0,1,0,0,0,35
2713,120000,2020,1235,75000,1,1248.0,0,0,1,1,0,0,1,0,0,35
2714,139000,2019,1835,99900,1,1598.0,0,1,0,1,0,1,0,0,0,35
2715,17000,2020,2417,175000,1,1498.0,0,0,1,1,0,1,0,0,0,28
2716,180000,2018,1604,70000,1,1591.0,0,0,1,1,0,0,1,0,0,13
2717,90209,2017,1424,93900,1,1580.0,0,0,1,1,0,1,0,0,0,35
2718,103102,2019,1835,107900,1,1999.0,0,0,1,1,0,1,0,0,0,35
2719,123000,2019,1102,74000,1,1496.0,0,0,1,1,0,0,0,1,0,12
2720,99000,2020,2130,94999,1,1600.0,0,0,1,1,0,1,0,0,0,23
2721,132000,2019,1604,102000,1,1580.0,0,0,1,1,0,0,1,0,0,35
2722,64500,2020,1235,81999,1,999.0,0,0,1,1,0,1,0,0,0,25
2723,60000,2020,2130,105000,1,1332.0,0,0,1,1,0,0,1,0,0,21
2724,99000,2018,1835,122998,1,1798.0,0,0,1,1,0,1,0,0,0,25
2725,95000,2019,1353,90000,1,999.0,0,0,1,1,0,0,1,0,0,25
2726,80000,2020,1102,49000,1,898.0,0,0,1,1,0,0,1,0,0,8
2727,138000,2019,1604,102000,1,1580.0,0,0,1,1,0,0,1,0,0,35
2728,115550,2019,1102,77500,1,1496.0,0,0,1,1,0,0,0,1,0,12
2729,14700,2021,3366,223000,1,1598.0,0,1,0,1,0,1,0,0,0,13
2730,42981,2019,1604,99900,2,1998.0,0,0,1,1,0,1,0,0,0,19
2731,70000,2020,1811,105000,1,1798.0,0,0,1,1,0,0,1,0,0,12
2732,150000,2015,1962,89900,3,1998.0,0,0,1,1,0,1,0,0,0,18
2733,55000,2020,2417,159000,1,1984.0,0,0,1,1,0,1,0,0,0,27
2734,100000,2019,1604,70000,1,1560.0,0,1,0,0,1,0,1,0,0,26
2735,70000,2019,1835,126999,1,1798.0,0,0,1,1,0,1,0,0,0,12
2736,115000,2019,2019,124900,1,1998.0,0,0,1,1,0,0,1,0,0,19
2737,106000,2019,1604,89900,1,1498.0,0,0,1,1,0,1,0,0,0,25
2738,145000,2019,1604,98000,1,1580.0,0,0,1,1,0,0,0,1,0,13
2739,123000,2015,1693,88000,3,1998.0,0,0,1,1,0,1,0,0,0,17
2740,72000,2018,2019,130000,1,1591.0,0,0,1,1,0,1,0,0,0,13
2741,100000,2018,2019,105000,3,1395.0,0,0,1,1,0,1,0,0,0,27
2742,102000,2019,1835,109900,1,1499.0,0,1,0,1,0,1,0,0,0,31
2743,66817,2019,2019,109900,1,1598.0,0,1,0,1,0,1,0,0,0,21
2744,109000,2019,1604,112000,1,1798.0,0,0,1,1,0,0,1,0,0,12
2745,160000,2019,1835,102990,1,1598.0,0,1,0,1,0,0,1,0,0,35
2746,40000,2019,2019,145000,1,1999.0,0,0,1,1,0,1,0,0,0,13
2747,82000,2018,3357,189000,1,1998.0,0,0,1,1,0,1,0,0,0,6
2748,178000,2017,2019,95990,1,2488.0,0,0,1,1,0,0,0,0,1,17
2749,14527,2022,1811,155000,1,1998.0,0,0,1,1,0,1,0,0,0,19
2750,163000,2019,1604,83500,1,999.0,0,0,1,1,0,0,0,0,1,27
2751,108000,2019,1604,91500,1,999.0,0,0,1,1,0,0,0,0,1,27
2752,98000,2018,1604,90500,1,1998.0,0,0,1,1,0,0,0,0,1,17
2753,14527,2022,3366,285000,1,1898.0,0,1,0,1,0,1,0,0,0,4
2754,120000,2019,1353,159900,2,999.0,0,0,1,1,0,1,0,0,0,27
2755,149000,2016,1424,57000,2,1591.0,0,0,1,1,0,0,1,0,0,13
2756,10000,2022,3366,188180,2,1995.0,0,0,1,1,0,0,1,0,0,5
2757,100000,2014,1962,88000,3,2359.0,0,0,1,1,0,1,0,0,0,13
2758,22679,2022,4731,469400,1,1991.0,1,0,1,1,0,0,0,0,1,0
2759,162000,2018,1604,50000,1,1197.0,0,0,1,1,0,0,0,1,0,36
